notebook,package
dask-performance-comparison-on-a-73mb-dataset.ipynb,dask_cudf
dask-performance-comparison-on-a-73mb-dataset.ipynb,matplotlib
dask-performance-comparison-on-a-73mb-dataset.ipynb,numpy
bank-transaction-dataset-for-fraud-detection-2.ipynb,pandas
bank-transaction-dataset-for-fraud-detection-2.ipynb,scikit-learn
bank-transaction-dataset-for-fraud-detection-2.ipynb,numpy
implement-react-with-langgraph.ipynb,dotenv
implement-react-with-langgraph.ipynb,langchain
implement-react-with-langgraph.ipynb,langchain_community
titanic.ipynb,seaborn
titanic.ipynb,pandas
titanic.ipynb,xgboost
titanic.ipynb,scikit-learn
titanic.ipynb,matplotlib
titanic.ipynb,numpy
model.ipynb,pytorch
games-rating-analysis.ipynb,seaborn
games-rating-analysis.ipynb,pandas
games-rating-analysis.ipynb,statsmodels
games-rating-analysis.ipynb,scikit-learn
games-rating-analysis.ipynb,matplotlib
games-rating-analysis.ipynb,scipy
games-rating-analysis.ipynb,numpy
antik-papirus-yuzey-segmentasyonu.ipynb,tqdm
antik-papirus-yuzey-segmentasyonu.ipynb,pytorch
antik-papirus-yuzey-segmentasyonu.ipynb,pandas
antik-papirus-yuzey-segmentasyonu.ipynb,pillow
antik-papirus-yuzey-segmentasyonu.ipynb,opencv
antik-papirus-yuzey-segmentasyonu.ipynb,scipy
antik-papirus-yuzey-segmentasyonu.ipynb,numpy
exercise-data-augmentation.ipynb,pandas
exercise-data-augmentation.ipynb,tensorflow
exercise-data-augmentation.ipynb,matplotlib
exercise-data-augmentation.ipynb,numpy
imdb-top-250-movies-eda-recommendations.ipynb,seaborn
imdb-top-250-movies-eda-recommendations.ipynb,pandas
imdb-top-250-movies-eda-recommendations.ipynb,matplotlib
imdb-top-250-movies-eda-recommendations.ipynb,numpy
gemma-reasoning-model-fine-tuning-with-tunix.ipynb,pandas
gemma-reasoning-model-fine-tuning-with-tunix.ipynb,tensorflow
gemma-reasoning-model-fine-tuning-with-tunix.ipynb,tunix
gemma-reasoning-model-fine-tuning-with-tunix.ipynb,numpy
melting-point-competition.ipynb,seaborn
melting-point-competition.ipynb,pandas
melting-point-competition.ipynb,tensorflow
melting-point-competition.ipynb,scikit-learn
melting-point-competition.ipynb,itertools
melting-point-competition.ipynb,matplotlib
melting-point-competition.ipynb,scipy
melting-point-competition.ipynb,numpy
cayleypy-cube-train-and-solve2-22-440.ipynb,pytorch
cayleypy-cube-train-and-solve2-22-440.ipynb,pandas
cayleypy-cube-train-and-solve2-22-440.ipynb,ipython
cayleypy-cube-train-and-solve2-22-440.ipynb,matplotlib
cayleypy-cube-train-and-solve2-22-440.ipynb,numpy
global-corporate-bankruptcy-prediction.ipynb,seaborn
global-corporate-bankruptcy-prediction.ipynb,pandas
global-corporate-bankruptcy-prediction.ipynb,ipython
global-corporate-bankruptcy-prediction.ipynb,scikit-learn
global-corporate-bankruptcy-prediction.ipynb,yfinance
global-corporate-bankruptcy-prediction.ipynb,matplotlib
global-corporate-bankruptcy-prediction.ipynb,numpy
learning-transferable-visual-models.ipynb,pytorch
learning-transferable-visual-models.ipynb,matplotlib
learning-transferable-visual-models.ipynb,numpy
house-prices-advanced-regression-techniques.ipynb,seaborn
house-prices-advanced-regression-techniques.ipynb,pandas
house-prices-advanced-regression-techniques.ipynb,skopt
house-prices-advanced-regression-techniques.ipynb,scikit-learn
house-prices-advanced-regression-techniques.ipynb,numpy
house-prices-advanced-regression-techniques.ipynb,matplotlib
house-prices-advanced-regression-techniques.ipynb,xgboost
lstm-amazon-stock-2025-prediction-and-forecasting.ipynb,seaborn
lstm-amazon-stock-2025-prediction-and-forecasting.ipynb,pandas
lstm-amazon-stock-2025-prediction-and-forecasting.ipynb,tensorflow
lstm-amazon-stock-2025-prediction-and-forecasting.ipynb,scikit-learn
lstm-amazon-stock-2025-prediction-and-forecasting.ipynb,matplotlib
lstm-amazon-stock-2025-prediction-and-forecasting.ipynb,numpy
measuring-tail-risk-in-hedge-funds.ipynb,seaborn
measuring-tail-risk-in-hedge-funds.ipynb,pandas
measuring-tail-risk-in-hedge-funds.ipynb,matplotlib
measuring-tail-risk-in-hedge-funds.ipynb,edhec_risk_kit
measuring-tail-risk-in-hedge-funds.ipynb,scipy
measuring-tail-risk-in-hedge-funds.ipynb,numpy
predicting-loan-payback-analysis-eda-baseline.ipynb,seaborn
predicting-loan-payback-analysis-eda-baseline.ipynb,pandas
predicting-loan-payback-analysis-eda-baseline.ipynb,scikit-learn
predicting-loan-payback-analysis-eda-baseline.ipynb,numpy
predicting-loan-payback-analysis-eda-baseline.ipynb,matplotlib
predicting-loan-payback-analysis-eda-baseline.ipynb,lightgbm
notebookdesafiohull.ipynb,pandas
notebookdesafiohull.ipynb,optuna
notebookdesafiohull.ipynb,scikit-learn
notebookdesafiohull.ipynb,numpy
notebookdesafiohull.ipynb,matplotlib
notebookdesafiohull.ipynb,scipy
notebookdesafiohull.ipynb,lightgbm
lipstick-palette-which-one-i-d-pick.ipynb,seaborn
lipstick-palette-which-one-i-d-pick.ipynb,pandas
lipstick-palette-which-one-i-d-pick.ipynb,plotly
lipstick-palette-which-one-i-d-pick.ipynb,pillow
lipstick-palette-which-one-i-d-pick.ipynb,opencv
lipstick-palette-which-one-i-d-pick.ipynb,matplotlib
lipstick-palette-which-one-i-d-pick.ipynb,numpy
hull-tactical-market-prediction.ipynb,seaborn
hull-tactical-market-prediction.ipynb,pandas
hull-tactical-market-prediction.ipynb,plotly
hull-tactical-market-prediction.ipynb,scikit-learn
hull-tactical-market-prediction.ipynb,lightgbm
hull-tactical-market-prediction.ipynb,joblib
hull-tactical-market-prediction.ipynb,matplotlib
hull-tactical-market-prediction.ipynb,numpy
classical-cv-ensemble-tta.ipynb,tqdm
classical-cv-ensemble-tta.ipynb,pandas
classical-cv-ensemble-tta.ipynb,pillow
classical-cv-ensemble-tta.ipynb,scikit-image
classical-cv-ensemble-tta.ipynb,scipy
classical-cv-ensemble-tta.ipynb,numpy
clap-and-vit-2.ipynb,tqdm
clap-and-vit-2.ipynb,audio
clap-and-vit-2.ipynb,pytorch
clap-and-vit-2.ipynb,pandas
clap-and-vit-2.ipynb,seaborn
clap-and-vit-2.ipynb,scikit-learn
clap-and-vit-2.ipynb,huggingface
clap-and-vit-2.ipynb,matplotlib
clap-and-vit-2.ipynb,numpy
ai-multi-agent-research-assistant-capstone.ipynb,pandas
ai-multi-agent-research-assistant-capstone.ipynb,matplotlib
ai-multi-agent-research-assistant-capstone.ipynb,numpy
heart-disease-dataset.ipynb,seaborn
heart-disease-dataset.ipynb,pandas
heart-disease-dataset.ipynb,shap
heart-disease-dataset.ipynb,pytorch
heart-disease-dataset.ipynb,ipython
heart-disease-dataset.ipynb,category_encoders
heart-disease-dataset.ipynb,scikit-learn
heart-disease-dataset.ipynb,numpy
heart-disease-dataset.ipynb,catboost
heart-disease-dataset.ipynb,matplotlib
heart-disease-dataset.ipynb,xgboost
capstone-project.ipynb,seaborn
capstone-project.ipynb,pandas
capstone-project.ipynb,ipython
capstone-project.ipynb,scikit-learn
capstone-project.ipynb,matplotlib
capstone-project.ipynb,numpy
countries-eda.ipynb,seaborn
countries-eda.ipynb,pandas
countries-eda.ipynb,matplotlib
countries-eda.ipynb,numpy
airline-ticket-live-price-tracker-ai-agent.ipynb,pandas
airline-ticket-live-price-tracker-ai-agent.ipynb,dotenv
airline-ticket-live-price-tracker-ai-agent.ipynb,mcp
airline-ticket-live-price-tracker-ai-agent.ipynb,asyncio
airline-ticket-live-price-tracker-ai-agent.ipynb,requests
airline-ticket-live-price-tracker-ai-agent.ipynb,firebase_admin
airline-ticket-live-price-tracker-ai-agent.ipynb,numpy
recon-itermask2-v4.ipynb,pytorch
recon-itermask2-v4.ipynb,pandas
recon-itermask2-v4.ipynb,seaborn
recon-itermask2-v4.ipynb,pillow
recon-itermask2-v4.ipynb,scikit-learn
recon-itermask2-v4.ipynb,scikit-image
recon-itermask2-v4.ipynb,huggingface
recon-itermask2-v4.ipynb,matplotlib
recon-itermask2-v4.ipynb,numpy
grocery-dataset-analysis.ipynb,pandas
grocery-dataset-analysis.ipynb,numpy
5-fold-roberta-validation-on-auc-roc-lb-1.ipynb,tqdm
5-fold-roberta-validation-on-auc-roc-lb-1.ipynb,seaborn
5-fold-roberta-validation-on-auc-roc-lb-1.ipynb,pandas
5-fold-roberta-validation-on-auc-roc-lb-1.ipynb,pytorch
5-fold-roberta-validation-on-auc-roc-lb-1.ipynb,wordcloud
5-fold-roberta-validation-on-auc-roc-lb-1.ipynb,scikit-learn
5-fold-roberta-validation-on-auc-roc-lb-1.ipynb,huggingface
5-fold-roberta-validation-on-auc-roc-lb-1.ipynb,matplotlib
5-fold-roberta-validation-on-auc-roc-lb-1.ipynb,nltk
5-fold-roberta-validation-on-auc-roc-lb-1.ipynb,numpy
fer-2013-65-accuracy.ipynb,tqdm
fer-2013-65-accuracy.ipynb,pytorch
fer-2013-65-accuracy.ipynb,pandas
fer-2013-65-accuracy.ipynb,seaborn
fer-2013-65-accuracy.ipynb,pillow
fer-2013-65-accuracy.ipynb,scikit-learn
fer-2013-65-accuracy.ipynb,huggingface
fer-2013-65-accuracy.ipynb,matplotlib
fer-2013-65-accuracy.ipynb,numpy
fork-of-mindmatrix-ai-agent.ipynb,pandas
fork-of-mindmatrix-ai-agent.ipynb,numpy
mattia-angeli-maybe-remix-v3-enhanced.ipynb,tqdm
mattia-angeli-maybe-remix-v3-enhanced.ipynb,pandas
mattia-angeli-maybe-remix-v3-enhanced.ipynb,xgboost
mattia-angeli-maybe-remix-v3-enhanced.ipynb,polars
mattia-angeli-maybe-remix-v3-enhanced.ipynb,scikit-learn
mattia-angeli-maybe-remix-v3-enhanced.ipynb,numpy
mattia-angeli-maybe-remix-v3-enhanced.ipynb,catboost
mattia-angeli-maybe-remix-v3-enhanced.ipynb,itertools
mattia-angeli-maybe-remix-v3-enhanced.ipynb,scipy
mattia-angeli-maybe-remix-v3-enhanced.ipynb,lightgbm
reranking-hybrid-search-statergies.ipynb,dotenv
reranking-hybrid-search-statergies.ipynb,langchain
reranking-hybrid-search-statergies.ipynb,langchain_community
2-4319.ipynb,pandas
2-4319.ipynb,matplotlib
2-4319.ipynb,scipy
2-4319.ipynb,numpy
animals-image-classification.ipynb,pytorch
animals-image-classification.ipynb,pandas
animals-image-classification.ipynb,pillow
animals-image-classification.ipynb,scikit-learn
animals-image-classification.ipynb,torchinfo
animals-image-classification.ipynb,matplotlib
animals-image-classification.ipynb,numpy
mushroom-classification.ipynb,seaborn
mushroom-classification.ipynb,pandas
mushroom-classification.ipynb,xgboost
mushroom-classification.ipynb,scikit-learn
mushroom-classification.ipynb,matplotlib
mushroom-classification.ipynb,numpy
ex-1-price-prediction-value-analysis.ipynb,seaborn
ex-1-price-prediction-value-analysis.ipynb,pandas
ex-1-price-prediction-value-analysis.ipynb,plotly
ex-1-price-prediction-value-analysis.ipynb,scikit-learn
ex-1-price-prediction-value-analysis.ipynb,numpy
gemini-ai-agent-day-5-a2a-ipynb.ipynb,ipython
vesuvius-surface-3d-detection-in-pytorch.ipynb,tqdm
vesuvius-surface-3d-detection-in-pytorch.ipynb,pytorch
vesuvius-surface-3d-detection-in-pytorch.ipynb,pandas
vesuvius-surface-3d-detection-in-pytorch.ipynb,tensorflow
vesuvius-surface-3d-detection-in-pytorch.ipynb,medicai
vesuvius-surface-3d-detection-in-pytorch.ipynb,matplotlib
vesuvius-surface-3d-detection-in-pytorch.ipynb,numpy
exercise-machine-learning-competitions copy.ipynb,pandas
exercise-machine-learning-competitions copy.ipynb,scikit-learn
ai-multi-customer-support.ipynb,pandas
ai-multi-customer-support.ipynb,numpy
kmeans.ipynb,pandas
kmeans.ipynb,scikit-learn
kmeans.ipynb,scipy
kmeans.ipynb,numpy
gradient-boosting-step-by-step.ipynb,scikit-learn
gradient-boosting-step-by-step.ipynb,pandas
gradient-boosting-step-by-step.ipynb,matplotlib
gradient-boosting-step-by-step.ipynb,numpy
pbl6-trash-detection.ipynb,pytorch
pbl6-trash-detection.ipynb,pandas
pbl6-trash-detection.ipynb,seaborn
pbl6-trash-detection.ipynb,pillow
pbl6-trash-detection.ipynb,custom_modules
pbl6-trash-detection.ipynb,traceback
pbl6-trash-detection.ipynb,psutil
pbl6-trash-detection.ipynb,opencv
pbl6-trash-detection.ipynb,matplotlib
pbl6-trash-detection.ipynb,numpy
smartassist-ai-scheduling-agent-that-automates.ipynb,pandas
smartassist-ai-scheduling-agent-that-automates.ipynb,pulp
smartassist-ai-scheduling-agent-that-automates.ipynb,numpy
guia-9-titanic.ipynb,seaborn
guia-9-titanic.ipynb,pandas
guia-9-titanic.ipynb,scikit-learn
guia-9-titanic.ipynb,matplotlib
guia-9-titanic.ipynb,numpy
analyzing-pos.ipynb,tqdm
analyzing-pos.ipynb,pandas
analyzing-pos.ipynb,matplotlib
analyzing-pos.ipynb,spacy
analyzing-pos.ipynb,numpy
research-luad-tcga-pan-can-atlas-2018.ipynb,pandas
research-luad-tcga-pan-can-atlas-2018.ipynb,numpy
research-luad-tcga-pan-can-atlas-2018.ipynb,ipython
ps-s5-e11-excelformer-pytorch-frame.ipynb,pytorch
ps-s5-e11-excelformer-pytorch-frame.ipynb,pandas
ps-s5-e11-excelformer-pytorch-frame.ipynb,scikit-learn
ps-s5-e11-excelformer-pytorch-frame.ipynb,torch_frame
ps-s5-e11-excelformer-pytorch-frame.ipynb,numpy
minor.ipynb,opencv
minor.ipynb,pandas
minor.ipynb,dlib
minor.ipynb,numpy
gantrainedby50rrt-evaluation.ipynb,tqdm
gantrainedby50rrt-evaluation.ipynb,pytorch
gantrainedby50rrt-evaluation.ipynb,pillow
gantrainedby50rrt-evaluation.ipynb,opencv
gantrainedby50rrt-evaluation.ipynb,matplotlib
gantrainedby50rrt-evaluation.ipynb,numpy
fno-tensorgrad.ipynb,pytorch
fno-tensorgrad.ipynb,neuralop
fno-tensorgrad.ipynb,matplotlib
fno-tensorgrad.ipynb,tensorgrad
fno-tensorgrad.ipynb,numpy
ai-agents.ipynb,pandas
ai-agents.ipynb,numpy
ai-agents.ipynb,huggingface
ai-agents.ipynb,langchain
ai-agents.ipynb,langchain_community
attack-clip-vit-ofa-base-try-semantic-blocks.ipynb,tqdm
attack-clip-vit-ofa-base-try-semantic-blocks.ipynb,pytorch
attack-clip-vit-ofa-base-try-semantic-blocks.ipynb,pillow
attack-clip-vit-ofa-base-try-semantic-blocks.ipynb,sam2
attack-clip-vit-ofa-base-try-semantic-blocks.ipynb,ipython
attack-clip-vit-ofa-base-try-semantic-blocks.ipynb,copy
attack-clip-vit-ofa-base-try-semantic-blocks.ipynb,requests
attack-clip-vit-ofa-base-try-semantic-blocks.ipynb,huggingface
attack-clip-vit-ofa-base-try-semantic-blocks.ipynb,scikit-image
attack-clip-vit-ofa-base-try-semantic-blocks.ipynb,opencv
attack-clip-vit-ofa-base-try-semantic-blocks.ipynb,clip
attack-clip-vit-ofa-base-try-semantic-blocks.ipynb,matplotlib
attack-clip-vit-ofa-base-try-semantic-blocks.ipynb,models
attack-clip-vit-ofa-base-try-semantic-blocks.ipynb,modeling_finetune
attack-clip-vit-ofa-base-try-semantic-blocks.ipynb,numpy
fork-of-stablediffusion-e03d23.ipynb,tqdm
fork-of-stablediffusion-e03d23.ipynb,pytorch
fork-of-stablediffusion-e03d23.ipynb,pillow
fork-of-stablediffusion-e03d23.ipynb,xformers
fork-of-stablediffusion-e03d23.ipynb,ipython
fork-of-stablediffusion-e03d23.ipynb,bitsandbytes
fork-of-stablediffusion-e03d23.ipynb,huggingface
fork-of-stablediffusion-e03d23.ipynb,numpy
day-3-building-an-agent-with-langgraph.ipynb,langchain
day-3-building-an-agent-with-langgraph.ipynb,ipython
football-players-analysis-and-goal-prediction.ipynb,seaborn
football-players-analysis-and-goal-prediction.ipynb,pandas
football-players-analysis-and-goal-prediction.ipynb,scikit-learn
football-players-analysis-and-goal-prediction.ipynb,matplotlib
football-players-analysis-and-goal-prediction.ipynb,numpy
2-4ghz-new-inference-script.ipynb,tqdm
2-4ghz-new-inference-script.ipynb,pytorch
2-4ghz-new-inference-script.ipynb,pandas
2-4ghz-new-inference-script.ipynb,h5py
2-4ghz-new-inference-script.ipynb,matplotlib
2-4ghz-new-inference-script.ipynb,scipy
2-4ghz-new-inference-script.ipynb,numpy
cnn-dinov2-hybrid-4f2220.ipynb,tqdm
cnn-dinov2-hybrid-4f2220.ipynb,pytorch
cnn-dinov2-hybrid-4f2220.ipynb,pandas
cnn-dinov2-hybrid-4f2220.ipynb,pillow
cnn-dinov2-hybrid-4f2220.ipynb,loss
cnn-dinov2-hybrid-4f2220.ipynb,scikit-learn
cnn-dinov2-hybrid-4f2220.ipynb,dataset
cnn-dinov2-hybrid-4f2220.ipynb,opencv
cnn-dinov2-hybrid-4f2220.ipynb,model
cnn-dinov2-hybrid-4f2220.ipynb,engine
cnn-dinov2-hybrid-4f2220.ipynb,huggingface
cnn-dinov2-hybrid-4f2220.ipynb,matplotlib
cnn-dinov2-hybrid-4f2220.ipynb,metrics
cnn-dinov2-hybrid-4f2220.ipynb,numpy
forest4bag.ipynb,gensim
forest4bag.ipynb,pandas
forest4bag.ipynb,scikit-learn
forest4bag.ipynb,bs4
forest4bag.ipynb,nltk
forest4bag.ipynb,numpy
xceptionnet-videoframe-training.ipynb,tqdm
xceptionnet-videoframe-training.ipynb,pytorch
xceptionnet-videoframe-training.ipynb,pandas
xceptionnet-videoframe-training.ipynb,seaborn
xceptionnet-videoframe-training.ipynb,pillow
xceptionnet-videoframe-training.ipynb,scikit-learn
xceptionnet-videoframe-training.ipynb,matplotlib
xceptionnet-videoframe-training.ipynb,numpy
gemini-ai-agent-day-4-observability-eval-ipynb.ipynb,pandas
gemini-ai-agent-day-4-observability-eval-ipynb.ipynb,ipython
mapping-global-disasters-eda-2018-2024.ipynb,seaborn
mapping-global-disasters-eda-2018-2024.ipynb,pandas
mapping-global-disasters-eda-2018-2024.ipynb,mpl_toolkits
mapping-global-disasters-eda-2018-2024.ipynb,matplotlib
mapping-global-disasters-eda-2018-2024.ipynb,numpy
linear-regression-on-molecule-net-esol.ipynb,seaborn
linear-regression-on-molecule-net-esol.ipynb,pandas
linear-regression-on-molecule-net-esol.ipynb,statsmodels
linear-regression-on-molecule-net-esol.ipynb,scikit-learn
linear-regression-on-molecule-net-esol.ipynb,rdkit
linear-regression-on-molecule-net-esol.ipynb,matplotlib
linear-regression-on-molecule-net-esol.ipynb,numpy
exercise-renaming-and-combining copy.ipynb,pandas
s-safe-student-scam-fraud-eliminator.ipynb,pandas
s-safe-student-scam-fraud-eliminator.ipynb,numpy
f1-0-01-with-logistic-regression.ipynb,pytorch
f1-0-01-with-logistic-regression.ipynb,pandas
f1-0-01-with-logistic-regression.ipynb,seaborn
f1-0-01-with-logistic-regression.ipynb,pillow
f1-0-01-with-logistic-regression.ipynb,bokeh
f1-0-01-with-logistic-regression.ipynb,scikit-learn
f1-0-01-with-logistic-regression.ipynb,arrow
f1-0-01-with-logistic-regression.ipynb,matplotlib
f1-0-01-with-logistic-regression.ipynb,numpy
1mg-medicine-insights.ipynb,seaborn
1mg-medicine-insights.ipynb,pandas
1mg-medicine-insights.ipynb,xgboost
1mg-medicine-insights.ipynb,shap
1mg-medicine-insights.ipynb,scikit-learn
1mg-medicine-insights.ipynb,matplotlib
1mg-medicine-insights.ipynb,nltk
1mg-medicine-insights.ipynb,numpy
ps-s5e11-blend-0-92768.ipynb,pandas
ps-s5e11-blend-0-92768.ipynb,numpy
sky88-your-complete-guide-to-online-fish-shooting.ipynb,pandas
sky88-your-complete-guide-to-online-fish-shooting.ipynb,numpy
exercise-explore-your-data copy.ipynb,pandas
sahithi-ass-3.ipynb,pandas
sahithi-ass-3.ipynb,numpy
clustering.ipynb,seaborn
clustering.ipynb,pandas
clustering.ipynb,gensim
clustering.ipynb,scikit-learn
clustering.ipynb,matplotlib
clustering.ipynb,nltk
clustering.ipynb,numpy
xgboost-regressor.ipynb,seaborn
xgboost-regressor.ipynb,pandas
xgboost-regressor.ipynb,scikit-learn
xgboost-regressor.ipynb,numpy
xgboost-regressor.ipynb,xgboost
btl-nlp3-extract.ipynb,underthesea
btl-nlp3-extract.ipynb,pytorch
btl-nlp3-extract.ipynb,tqdm
btl-nlp3-extract.ipynb,evaluate
btl-nlp3-extract.ipynb,scikit-learn
btl-nlp3-extract.ipynb,bert_score
btl-nlp3-extract.ipynb,huggingface
btl-nlp3-extract.ipynb,peft
btl-nlp3-extract.ipynb,numpy
